onset	duration	trial_type	stimfile
0	15	nullosevent	room3_cond0_B.mov
15.07	2.5	room6	room6_cond2_A.mov
18.09	3.5	nullosevent	room2_cond0_B.mov
21.07	2.5	room8	room8_cond10_A.mov
24.09	7.5	nullosevent	room4_cond0_B.mov
31.07	2.5	room7	room7_cond13_A_left.mov
34.07	5.5	nullosevent	room5_cond0_B.mov
39.07	2.5	room1	room1_cond3_A.mov
42.07	3.5	nullosevent	room1_cond0_B.mov
45.07	2.5	room5	room5_cond11_A_left.mov
48.09	3.5	nullosevent	room2_cond0_B.mov
51.07	2.5	room8	room8_cond5_A.mov
54.07	5.5	nullosevent	room6_cond0_B.mov
59.07	2.5	room7	room7_cond3_A.mov
62.07	7.5	nullosevent	room3_cond0_B.mov
69.08	2.5	room4	room4_cond5_A.mov
72.1	3.5	nullosevent	room2_cond0_B.mov
75.08	2.5	room5	room5_cond13_A_left.mov
78.07	3.5	nullosevent	room3_cond0_B.mov
81.08	2.5	room7	room7_cond2_A.mov
84.1	5.5	nullosevent	room6_cond0_B.mov
89.01	2.5	fix	fix
91.51	3.5	nullosevent	room8_cond0_B.mov
95.08	2.5	room4	room4_cond10_A.mov
98.09	3.5	nullosevent	room3_cond0_B.mov
101.08	2.5	room2	room2_cond6_A.mov
104.11	3.5	nullosevent	room1_cond0_B.mov
107.08	2.5	room6	room6_cond7_A.mov
110.07	3.5	nullosevent	room8_cond0_B.mov
113.07	2.5	room4	room4_cond8_A.mov
116.07	3.5	nullosevent	room7_cond0_B.mov
119.07	2.5	room5	room5_cond9_A.mov
122.11	5.5	nullosevent	room3_cond0_B.mov
127.07	2.5	room4	room4_cond8_A.mov
130.06	3.5	nullosevent	room8_cond0_B.mov
133.07	2.5	room5	room5_cond3_A.mov
136.1	3.5	nullosevent	room6_cond0_B.mov
139.07	2.5	room7	room7_cond9_A.mov
142.1	3.5	nullosevent	room1_cond0_B.mov
145.09	2.5	room2	room2_cond12_A_right.mov
148.1	3.5	nullosevent	room5_cond0_B.mov
151.08	2.5	room8	room8_cond7_A.mov
154.07	3.5	nullosevent	room1_cond0_B.mov
157.08	2.5	room7	room7_cond2_A.mov
160.1	9.5	nullosevent	room6_cond0_B.mov
169.07	2.5	room4	room4_cond5_A.mov
172.1	3.5	nullosevent	room3_cond0_B.mov
175.01	2.5	fix	fix
177.51	3.5	nullosevent	room4_cond0_B.mov
181.07	2.5	room1	room1_cond4_A.mov
184.06	3.5	nullosevent	room2_cond0_B.mov
187.08	2.5	room6	room6_cond7_A.mov
190.06	3.5	nullosevent	room5_cond0_B.mov
193.08	2.5	room8	room8_cond9_A.mov
196.1	3.5	nullosevent	room7_cond0_B.mov
199.09	2.5	room3	room3_cond4_A.mov
202.11	3.5	nullosevent	room6_cond0_B.mov
205.09	2.5	room2	room2_cond9_A.mov
208.11	7.5	nullosevent	room3_cond0_B.mov
215.09	2.5	room4	room4_cond1_A.mov
218.11	7.5	nullosevent	room8_cond0_B.mov
225.09	2.5	room1	room1_cond14_A_right.mov
228.1	3.5	nullosevent	room7_cond0_B.mov
231.09	2.5	room5	room5_cond1_A.mov
234.07	5.5	nullosevent	room1_cond0_B.mov
239.07	2.5	room6	room6_cond11_A_left.mov
242.09	3.5	nullosevent	room2_cond0_B.mov
245.09	2.5	room7	room7_cond12_A_right.mov
248.09	7.5	nullosevent	room5_cond0_B.mov
255.09	2.5	room4	room4_cond14_A_right.mov
258.1	3.5	nullosevent	room3_cond0_B.mov
261.09	2.5	room8	room8_cond8_A.mov
264.09	5.5	nullosevent	room8_cond0_B.mov
269.09	2.5	room6	room6_cond13_A_left.mov
272.11	7.5	nullosevent	room5_cond0_B.mov
279.08	2.5	room3	room3_cond10_A.mov
282.1	3.5	nullosevent	room7_cond0_B.mov
285.09	2.5	onebacktril	room3_cond10_A.mov
288.1	3.5	nullosevent	room4_cond0_B.mov
291.08	2.5	room1	room1_cond1_A.mov
294.07	3.5	nullosevent	room1_cond0_B.mov
297.08	2.5	room3	room3_cond7_A.mov
300.1	3.5	nullosevent	room4_cond0_B.mov
303.08	2.5	room2	room2_cond4_A.mov
306.09	3.5	nullosevent	room8_cond0_B.mov
309.07	2.5	room7	room7_cond8_A.mov
